"unique_id","ds","harmonic_reg","y"
"region1-cantonGE",2020-04-06,3.73612434658963,3.22933533011789
"region1-cantonGE",2020-04-07,3.14798174677326,3.04228421655744
"region1-cantonGE",2020-04-08,3.0770965726721,2.42732356652263
"region1-cantonGE",2020-04-09,2.78421271648391,2.45377237530944
"region1-cantonGE",2020-04-10,0.484896299895365,0.769146945285744
"region1-cantonGE",2020-04-11,1.44811249619942,1.04280518055332
"region1-cantonGE",2020-04-12,-0.33162651571926,0.357325991283947
"region1-cantonGE",2020-04-13,0.502416820944419,0.575755793018483
"region1-cantonGE",2020-04-14,2.78636191385485,2.14681190213783
"region1-cantonGE",2020-04-15,2.42912789287535,2.04264181588702
"region1-cantonGE",2020-04-16,2.52923112909444,1.73712635462573
"region1-cantonGE",2020-04-17,2.75303661415891,1.69870626830542
"region1-cantonGE",2020-04-18,0.680895007101619,0.871684050597237
"region1-cantonGE",2020-04-19,-0.413410664157008,0.495479311566721
"region1-cantonGE",2020-04-20,3.00320732185284,1.74997442935902
"region1-cantonGE",2020-04-21,2.02670275852353,1.70880960361338
"region1-cantonGE",2020-04-22,2.4404936661836,1.90764833330192
"region1-cantonGE",2020-04-23,2.7724907401401,1.91472419243679
"region1-cantonGE",2020-04-24,4.94448013542479,3.99744844574421
"region1-cantonGE",2020-04-25,1.90916019086444,1.87186842863456
"region1-cantonGE",2020-04-26,1.15284695939529,1.00185025355671
"region1-cantonGE",2020-04-27,4.54757863777048,5.22649138220547
"region1-cantonGE",2020-04-28,4.79436587894352,4.22078698035027
"region1-cantonGE",2020-04-29,4.35121427792574,5.18712322709521
"region1-cantonGE",2020-04-30,4.85302646478039,4.37574316541576
"region1-cantonGE",2020-05-01,4.77510831003375,3.74959170091988
"region1-cantonGE",2020-05-02,2.54090545100924,1.98168698420638
"region1-cantonGE",2020-05-03,1.11320837729495,0.917337420114191
"region1-cantonGE",2020-05-04,4.21740461525394,5.29116565104716
"region1-cantonGE",2020-05-05,4.2702548467585,3.80124206566575
"region1-cantonGE",2020-05-06,3.45897363303347,3.96064254346031
"region1-cantonGE",2020-05-07,3.64499685751187,3.29690588841453
"region1-cantonGE",2020-05-08,3.71113822316705,3.17832288526413
"region1-cantonGE",2020-05-09,1.67839881862825,1.56477911835766
"region1-cantonGE",2020-05-10,0.31078571473956,0.599595748323834
"region1-cantonGE",2020-05-11,3.53085830414955,2.98437252513564
"region1-cantonGE",2020-05-12,2.89926670766933,3.30199436667002
"region1-cantonGE",2020-05-13,3.08520542115804,2.33609279830461
"region1-cantonGE",2020-05-14,2.66821692538635,2.71180920946191
"region1-cantonGE",2020-05-15,3.3117631445264,2.60842036948782
"region1-cantonGE",2020-05-16,1.22574307915362,1.51111787660379
"region1-cantonGE",2020-05-17,0.108775610801191,0.640482144945291
"region1-cantonGE",2020-05-18,3.39545261187521,2.5004666233244
"region1-cantonGE",2020-05-19,2.63312446765479,2.48456992590226
"region1-cantonGE",2020-05-20,2.83690586020728,2.73475043784742
"region1-cantonGE",2020-05-21,0.344315583687824,0.840865745090806
"region1-cantonGE",2020-05-22,3.81389513606439,3.11734299104629
"region1-cantonGE",2020-05-23,1.81190566917064,1.54687350193824
"region1-cantonGE",2020-05-24,0.851540750758681,0.778409119188996
"region1-cantonGE",2020-05-25,6.05353125720808,5.84645240001343
"region1-cantonGE",2020-05-26,4.63024306201173,4.81157207204256
"region1-cantonGE",2020-05-27,4.99599707313112,5.15951723397371
"region1-cantonGE",2020-05-28,5.2136027299182,5.73531532002371
"region1-cantonGE",2020-05-29,5.84340918465555,6.28961366517923
"region1-cantonGE",2020-05-30,3.98841007474639,2.94435000284323
"region1-cantonGE",2020-05-31,1.87935282153805,0.766966504549514
"region1-cantonGE",2020-06-01,2.10428999041509,1.55654881610311
"region1-cantonGE",2020-06-02,4.51879101744564,6.20137082131779
"region1-cantonGE",2020-06-03,4.99801257765809,5.32907117215063
"region1-cantonGE",2020-06-04,4.28053767014987,4.51371830672314
"region1-cantonGE",2020-06-05,4.40310859737401,4.97601951826538
"region1-cantonGE",2020-06-06,2.66594274350527,2.56126559735185
"region1-cantonGE",2020-06-07,0.96731763764908,0.923928867397276
"region1-cantonGE",2020-06-08,4.07267961551056,4.06611744805399
"region1-cantonGE",2020-06-09,3.78472950432274,3.02459124010206
"region1-cantonGE",2020-06-10,3.25623342035763,3.36539162092104
"region1-cantonGE",2020-06-11,3.37077938300552,3.56344557991357
"region1-cantonGE",2020-06-12,3.66679312023332,3.30433066505945
"region1-cantonGE",2020-06-13,1.4691853312217,1.75783270957704
"region1-cantonGE",2020-06-14,0.202425046158401,0.847087911552364
"region1-cantonGE",2020-06-15,3.54629876288593,3.73386143440881
"region1-cantonGE",2020-06-16,3.22398614759629,3.43243429952795
"region1-cantonGE",2020-06-17,3.22948487846212,3.20750781822911
"region1-cantonGE",2020-06-18,3.26041933987532,3.277397836023
"region1-cantonGE",2020-06-19,3.77259798740478,3.32330183091194
"region1-cantonGE",2020-06-20,1.86691012637309,2.00107481473978
"region1-cantonGE",2020-06-21,0.778621533625559,0.823119119141729
"region1-cantonGE",2020-06-22,4.14082026807736,3.25831349715098
"region1-cantonGE",2020-06-23,3.84032795283255,3.37018443955802
"region1-cantonGE",2020-06-24,4.22725814516872,3.80408666363773
"region1-cantonGE",2020-06-25,6.15657533622594,7.0252332013283
"region1-cantonGE",2020-06-26,5.83669438205504,6.98836895032498
"region1-cantonGE",2020-06-27,4.44008201523607,3.45477324381643
"region1-cantonGE",2020-06-28,2.41131778270701,1.34015299590305
"region1-cantonGE",2020-06-29,5.5970684574009,8.04438992002454
"region1-cantonGE",2020-06-30,6.78113996690862,7.00345189849248
"region1-cantonGE",2020-07-01,5.87592414299376,6.9295115397261
"region1-cantonGE",2020-07-02,5.92647115655297,6.19458396456499
"region1-cantonGE",2020-07-03,5.99019495721219,6.0825630385369
"region1-cantonGE",2020-07-04,3.93727436219325,3.0768235256335
"region1-cantonGE",2020-07-05,1.98732782470351,1.06920151465287
"region1-cantonGE",2020-07-06,4.85260479245103,5.25493109629095
"region1-cantonGE",2020-07-07,4.82730845428356,4.6617799444463
"region1-cantonGE",2020-07-08,4.19481580231708,4.2515336226644
"region1-cantonGE",2020-07-09,3.87249053866251,3.70383455683484
"region1-cantonGE",2020-07-10,3.9123658490962,4.31951810442695
"region1-cantonGE",2020-07-11,2.08424430319608,2.32560060206793
"region1-cantonGE",2020-07-12,0.50745494223267,0.908423380516705
"region1-cantonGE",2020-07-13,3.70282011886203,3.41617145410143
"region1-cantonGE",2020-07-14,3.28196478738829,3.12279644249972
"region1-cantonGE",2020-07-15,3.28112413209977,3.16539061606994
"region1-cantonGE",2020-07-16,3.32948785527357,3.23325095995294
"region1-cantonGE",2020-07-17,3.68644606652306,3.37301846427212
"region1-cantonGE",2020-07-18,1.65973039584471,1.9454097448165
"region1-cantonGE",2020-07-19,0.332045776452218,0.822722817772285
"region1-cantonGE",2020-07-20,3.52910574465555,3.08356534813977
"region1-cantonGE",2020-07-21,2.97853512415987,3.10129670160524
"region1-cantonGE",2020-07-22,3.2282959769412,3.14214158839946
"region1-cantonGE",2020-07-23,3.44710118886912,3.41069215690651
"region1-cantonGE",2020-07-24,5.7244444693434,6.28933993528078
"region1-cantonGE",2020-07-25,2.98357445857268,2.96761665261017
"region1-cantonGE",2020-07-26,1.74375731500575,1.190257876943
"region1-cantonGE",2020-07-27,5.00398761893343,5.78700092896252
"region1-cantonGE",2020-07-28,5.5186442723766,5.05486743509685
"region1-cantonGE",2020-07-29,5.09168052079773,5.56350457869254
"region1-cantonGE",2020-07-30,5.31677540145022,5.42057997789069
"region1-cantonGE",2020-07-31,5.46398182878755,5.37900279508771
"region1-cantonGE",2020-08-01,0.627721021848018,1.63953635919584
"region1-cantonGE",2020-08-02,2.05062929071653,1.31489387442886
"region1-cantonGE",2020-08-03,4.37268685930926,6.1270318115691
"region1-cantonGE",2020-08-04,4.86759508921234,5.2248309891161
"region1-cantonGE",2020-08-05,4.25246235021383,4.47577245059887
"region1-cantonGE",2020-08-06,4.01814823800661,3.99423300054213
"region1-cantonGE",2020-08-07,4.24849114913814,3.96481937192522
"region1-cantonGE",2020-08-08,2.16053115382045,2.12622772705536
"region1-cantonGE",2020-08-09,0.604664079181295,0.892128423714397
"region1-cantonGE",2020-08-10,3.65538353321501,3.60337725050864
"region1-cantonGE",2020-08-11,3.08324964541178,3.00914801796234
"region1-cantonGE",2020-08-12,2.79706052140594,3.1959798343223
"region1-cantonGE",2020-08-13,2.87855125827256,2.79207315964507
"region1-cantonGE",2020-08-14,3.07034573689359,2.87215344842283
"region1-cantonGE",2020-08-15,1.16618823225946,1.6092615974649
"region1-cantonGE",2020-08-16,0.00672842091800541,0.732740085586293
"region1-cantonGE",2020-08-17,3.33646589808235,2.78151047502252
"region1-cantonGE",2020-08-18,2.67179257283509,2.62553808239409
"region1-cantonGE",2020-08-19,2.79531798267264,2.6268280198555
"region1-cantonGE",2020-08-20,2.86867156546882,2.67415157251541
"region1-cantonGE",2020-08-21,3.36086623619357,2.86570023669648
"region1-cantonGE",2020-08-22,1.58619278703044,1.84389785391726
"region1-cantonGE",2020-08-23,0.696080643177057,0.835183206383294
"region1-cantonGE",2020-08-24,4.19138232295584,3.60711705098116
"region1-cantonGE",2020-08-25,5.60594376267025,6.20734471202023
"region1-cantonGE",2020-08-26,4.81324579230144,5.41207594573768
"region1-cantonGE",2020-08-27,5.19403863608269,5.40898620482373
"region1-cantonGE",2020-08-28,5.65309163094312,6.24994945884833
"region1-cantonGE",2020-08-29,4.06489103776606,3.58396788185733
"region1-cantonGE",2020-08-30,2.23451250233937,1.53258863893964
"region1-cantonGE",2020-08-31,5.13414671612239,6.43474024483522
"region1-cantonGE",2020-09-01,5.47280505675825,6.14456462274771
"region1-cantonGE",2020-09-02,4.9655744855389,5.00651631841181
"region1-cantonGE",2020-09-03,4.43479367026172,4.81523394368848
"region1-cantonGE",2020-09-04,4.78330334471384,5.0324051361331
"region1-cantonGE",2020-09-05,2.77778767391133,2.72991532617892
"region1-cantonGE",2020-09-06,1.06751354904097,1.06884868112138
"region1-cantonGE",2020-09-07,4.06065011735934,4.55627097046612
"region1-cantonGE",2020-09-08,3.83984794635384,3.85129508526739
"region1-cantonGE",2020-09-09,3.37824325249479,4.04210949542898
"region1-cantonGE",2020-09-10,3.41624375360234,1.56951045545808
"region1-cantonGE",2020-09-11,2.72660094514185,3.70344021347611
"region1-cantonGE",2020-09-12,1.7433529152884,1.89393090180957
"region1-cantonGE",2020-09-13,0.0378555058305196,0.786498444671808
"region1-cantonGE",2020-09-14,3.30123595467393,3.03125317577101
"region1-cantonGE",2020-09-15,2.74303241880522,2.87464991208904
"region1-cantonGE",2020-09-16,2.8198828046474,2.67165628365563
"region1-cantonGE",2020-09-17,2.78542667862922,2.73714195213911
"region1-cantonGE",2020-09-18,3.22877006748178,2.96332860913645
"region1-cantonGE",2020-09-19,1.3382567305175,1.78860284801979
"region1-cantonGE",2020-09-20,0.243476790992851,0.713447022771668
"region1-cantonGE",2020-09-21,3.6162844647894,2.85145022628867
"region1-cantonGE",2020-09-22,3.20832627274369,2.92102852877616
"region1-cantonGE",2020-09-23,3.65276793338801,2.96775097214547
"region1-cantonGE",2020-09-24,3.95043655627284,3.5553127865928
"region1-cantonGE",2020-09-25,6.338365078133,7.13991663033154
"region1-cantonGE",2020-09-26,3.74023892943538,3.53587443938286
"region1-cantonGE",2020-09-27,2.17311934782036,1.22361298113644
"region1-cantonGE",2020-09-28,5.11485149397521,6.13353240715484
"region1-cantonGE",2020-09-29,5.67704577273779,6.56336431855273
"region1-cantonGE",2020-09-30,5.57903862417835,6.24513392728701
"region1-cantonGE",2020-10-01,5.37202624135235,6.32413496055668
"region1-cantonGE",2020-10-02,5.81657062693193,5.80120747153237
"region1-cantonGE",2020-10-03,3.582394582392,3.39131450802884
"region1-cantonGE",2020-10-04,1.98254225979394,1.2520354647276
"region1-cantonGE",2020-10-05,4.82094155465393,5.17376959399438
"region1-cantonGE",2020-10-06,4.78899108601957,4.45050823829681
"region1-cantonGE",2020-10-07,4.19473038945879,4.48379363730868
"region1-cantonGE",2020-10-08,4.06635390198938,3.94597469356515
"region1-cantonGE",2020-10-09,4.04030543025974,4.27457823401586
"region1-cantonGE",2020-10-10,2.06748744742971,2.43599363798458
"region1-cantonGE",2020-10-11,0.541862790449865,0.858608455018445
"region1-cantonGE",2020-10-12,3.61209109413044,3.30341157482814
"region1-cantonGE",2020-10-13,3.15658816452362,3.11539085435985
"region1-cantonGE",2020-10-14,3.19483115312731,2.93433321160903
"region1-cantonGE",2020-10-15,3.15193952068555,2.89043226168522
"region1-cantonGE",2020-10-16,3.51206892910295,3.19721338107501
"region1-cantonGE",2020-10-17,1.57906233417067,1.86524252036283
"region1-cantonGE",2020-10-18,0.276053573612904,0.760725541185058
"region1-cantonGE",2020-10-19,3.47121421278217,2.5730528218778
"region1-cantonGE",2020-10-20,2.73466398252844,2.65408431226266
"region1-cantonGE",2020-10-21,3.03056118898474,2.73334732736647
"region1-cantonGE",2020-10-22,3.21376183533863,2.71774354834783
"region1-cantonGE",2020-10-23,5.33878808839341,4.32153642187568
"region1-cantonGE",2020-10-24,2.1071422402607,2.774980509276
"region1-cantonGE",2020-10-25,1.66840963404539,1.12726906372787
"region1-cantonGE",2020-10-26,4.77407345328067,5.75536926580359
"region1-cantonGE",2020-10-27,5.3642137772622,5.68213065807875
"region1-cantonGE",2020-10-28,5.33169628579433,5.29673619154157
"region1-cantonGE",2020-10-29,5.28151295492729,6.98185504026635
"region1-cantonGE",2020-10-30,6.39191069989217,5.88132261290092
"region1-cantonGE",2020-10-31,3.7303009197799,3.09326729125042
"region1-cantonGE",2020-11-01,2.01243044529554,1.37032124185091
"region1-cantonGE",2020-11-02,4.99795024254866,6.65025496021191
"region1-cantonGE",2020-11-03,5.39815248107862,4.09220245844928
"region1-cantonGE",2020-11-04,3.96725136121589,3.94340539190021
"region1-cantonGE",2020-11-05,4.03607803314997,3.79773017764087
"region1-cantonGE",2020-11-06,4.19452662290072,4.28898057765757
"region1-cantonGE",2020-11-07,2.20133802331722,2.11769393313942
"region1-cantonGE",2020-11-08,0.477857813382562,0.76059200485405
"region1-cantonGE",2020-11-09,3.58045240945167,3.11514923583717
"region1-cantonGE",2020-11-10,2.95940773783097,3.02101277971275
"region1-cantonGE",2020-11-11,2.96068058859067,2.9494239918194
"region1-cantonGE",2020-11-12,2.91267265929772,2.56529792462573
"region1-cantonGE",2020-11-13,3.14033400241415,2.72155853643194
"region1-cantonGE",2020-11-14,1.23378786698403,1.45302526499159
"region1-cantonGE",2020-11-15,0.0090407217811671,0.663301585064109
"region1-cantonGE",2020-11-16,3.31806338999748,2.32628120659372
"region1-cantonGE",2020-11-17,2.43693454899954,2.2967681110323
"region1-cantonGE",2020-11-18,2.59650262656505,2.20786228474154
"region1-cantonGE",2020-11-19,2.56373627799236,2.30957898356194
"region1-cantonGE",2020-11-20,3.04046676391464,2.73288014600902
"region1-cantonGE",2020-11-21,1.32611374794653,1.58184474817881
"region1-cantonGE",2020-11-22,0.364765068675879,0.675780770578016
"region1-cantonGE",2020-11-23,3.9581479904098,2.79990990174518
"region1-cantonGE",2020-11-24,3.64592988343901,3.17856293737823
"region1-cantonGE",2020-11-25,5.7882633245523,6.35337510942392
"region1-cantonGE",2020-11-26,5.10979967121482,5.86671350332733
"region1-cantonGE",2020-11-27,5.90676211080505,7.34726526620524
"region1-cantonGE",2020-11-28,4.5376291562874,4.03582153980728
"region1-cantonGE",2020-11-29,2.53789754740908,1.38639455183987
"region1-cantonGE",2020-11-30,5.44176876541205,7.14590657672187
"region1-cantonGE",2020-12-01,6.30823887873885,6.25461892281004
"region1-cantonGE",2020-12-02,5.55653196718348,5.43097035757
"region1-cantonGE",2020-12-03,5.28047001431933,5.16906057821615
"region1-cantonGE",2020-12-04,5.5977784784159,4.63849684738932
"region1-cantonGE",2020-12-05,3.31461184158666,3.34047554292475
"region1-cantonGE",2020-12-06,2.07878256187752,1.18068751215264
"region1-cantonGE",2020-12-07,4.75867943974631,5.00005605784687
"region1-cantonGE",2020-12-08,4.74803136017225,4.36926332474363
"region1-cantonGE",2020-12-09,4.32462705614747,3.98421777571651
"region1-cantonGE",2020-12-10,4.18105676073276,4.51083454853679
"region1-cantonGE",2020-12-11,4.79763060388041,4.06556803024635
"region1-cantonGE",2020-12-12,2.57933576248927,2.8171580181653
"region1-cantonGE",2020-12-13,1.51733688427214,1.13143061970918
"region1-cantonGE",2020-12-14,4.56251466751211,4.17692440743654
"region1-cantonGE",2020-12-15,4.36403687270063,4.28663096479525
"region1-cantonGE",2020-12-16,4.42789409105262,5.11818010328483
"region1-cantonGE",2020-12-17,4.71045213365964,5.31091727997208
"region1-cantonGE",2020-12-18,5.06509448515812,7.29531571742157
"region1-cantonGE",2020-12-19,3.86004250254692,3.75530713420746
"region1-cantonGE",2020-12-20,1.71035531760106,1.58493174787775
"region1-cantonGE",2020-12-21,4.96367742513062,8.33736040661178
"region1-cantonGE",2020-12-22,6.42530577460197,8.18395496603543
"region1-cantonGE",2020-12-23,6.21199354380812,7.66143278522987
"region1-cantonGE",2020-12-24,7.93601065321022,4.63648479557489
"region1-cantonGE",2020-12-25,2.73362222077186,0.767204990255039
"region1-cantonGE",2020-12-26,1.43631695459149,1.49210206810692
"region1-cantonGE",2020-12-27,3.43547243090742,1.10729735439818
"region1-cantonGE",2020-12-28,5.27018145058304,6.8648407953037
"region1-cantonGE",2020-12-29,5.84389390890956,5.66133227662367
"region1-cantonGE",2020-12-30,4.71075918362733,5.5157741514053
"region1-cantonGE",2020-12-31,4.55914725303675,2.76739360934358
"region1-cantonGE",2021-01-01,1.12810816978547,0.433212221102471
"region1-cantonGE",2021-01-02,2.14442816043967,1.67008641723383
"region1-cantonGE",2021-01-03,0.765227425984572,0.763362590020864
"region1-cantonGE",2021-01-04,3.95818697618354,5.27591039793643
"region1-cantonGE",2021-01-05,4.1253518233852,3.96548705358026
"region1-cantonGE",2021-01-06,3.40832533801876,3.65986820935303
"region1-cantonGE",2021-01-07,3.4065676903153,3.31714427880409
"region1-cantonGE",2021-01-08,3.62594535158973,3.59282905516541
"region1-cantonGE",2021-01-09,1.6610665579436,1.83597339293696
"region1-cantonGE",2021-01-10,0.154481380994759,0.631658957045149
"region1-cantonGE",2021-01-11,3.28683171435357,3.16762705591272
"region1-cantonGE",2021-01-12,2.73792705289415,2.78449722457267
"region1-cantonGE",2021-01-13,2.63382634979817,2.45327621539335
"region1-cantonGE",2021-01-14,2.53806697067644,2.90221243737259
"region1-cantonGE",2021-01-15,3.12824377771043,2.87367286474046
"region1-cantonGE",2021-01-16,1.07170423364003,1.79174858804029
"region1-cantonGE",2021-01-17,-0.00562693745065962,0.431638763689006
"region1-cantonGE",2021-01-18,3.14843246352394,2.17278530592216
"region1-cantonGE",2021-01-19,2.47189221629086,2.2044976391227
"region1-cantonGE",2021-01-20,2.78005502229799,2.32989765239097
"region1-cantonGE",2021-01-21,2.96846805514816,2.38161419789913
"region1-cantonGE",2021-01-22,3.54907250674945,2.78256427639127
"region1-cantonGE",2021-01-23,1.94001934255826,1.80686168957285
"region1-cantonGE",2021-01-24,1.08664867956158,0.732312064443208
"region1-cantonGE",2021-01-25,6.07031516504604,5.36623264918102
"region1-cantonGE",2021-01-26,4.48554348710226,5.1693225600503
"region1-cantonGE",2021-01-27,5.17514237737202,4.85877148682292
"region1-cantonGE",2021-01-28,4.99480344482692,5.10353966553974
"region1-cantonGE",2021-01-29,5.54429572020479,6.04182545073005
"region1-cantonGE",2021-01-30,3.84941746539576,3.20947992662488
"region1-cantonGE",2021-01-31,1.87449904752499,1.1707196711864
"region1-cantonGE",2021-02-01,4.79070415255993,5.34270088476278
"region1-cantonGE",2021-02-02,4.86053427815768,4.5538559600458
"region1-cantonGE",2021-02-03,4.25369064561418,3.97225393862373
"region1-cantonGE",2021-02-04,3.96485906686813,3.85497575381621
"region1-cantonGE",2021-02-05,4.21304786236147,4.30598825036145
"region1-cantonGE",2021-02-06,2.22947707889854,2.25894521798116
"region1-cantonGE",2021-02-07,0.553158734593159,0.812923365727851
"region1-cantonGE",2021-02-08,3.60203571694355,3.26872580655033
"region1-cantonGE",2021-02-09,3.00960725101428,2.84736659913396
"region1-cantonGE",2021-02-10,2.84514127082547,2.91035815356409
"region1-cantonGE",2021-02-11,2.85566420472177,3.02964290775604
"region1-cantonGE",2021-02-12,3.24168660320428,2.64419557492945
"region1-cantonGE",2021-02-13,1.07200284758218,1.36142874037133
"region1-cantonGE",2021-02-14,-0.0652045731622943,0.532988531300742
"region1-cantonGE",2021-02-15,3.25932952519923,2.24976018970022
"region1-cantonGE",2021-02-16,2.42348005656592,2.38748118121633
"region1-cantonGE",2021-02-17,2.65801956288548,2.12627432771046
"region1-cantonGE",2021-02-18,2.54009086381669,2.14587009898218
"region1-cantonGE",2021-02-19,2.99218371968028,2.47287355307364
"region1-cantonGE",2021-02-20,1.22014172887286,1.4231648183287
"region1-cantonGE",2021-02-21,0.270521877209863,0.639515279252448
"region1-cantonGE",2021-02-22,3.87173571454735,2.61755213987722
"region1-cantonGE",2021-02-23,3.48382938381745,2.89686197728295
"region1-cantonGE",2021-02-24,4.0931624787526,3.33440766770782
"region1-cantonGE",2021-02-25,6.04435147938699,6.94722370468653
